dataset_params.dim,dataset_params.n_samples,model.hidden_dims,model,seed,set,MSE,MAPE
9,5000,[40|40|40|40|40],effn_w5_d320,777,train,2.081074092574524,0.1914273713200931
1,10000,[160|160|160|160|160],effn_w5_d320,777,val,0.0034800505571837407,0.0339602993638745
1,10000,[160|160|160|160|160],effn_w5_d320,777,test,0.004350063372203346,0.035777915791027
1,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.003826803609585985,0.036438957153725915
4,10000,[80|80|80|80|80],effn_w5_d320,777,val,0.43862250312806883,0.10467123491466501
4,10000,[80|80|80|80|80],effn_w5_d320,777,test,0.39763674151069944,0.09985681459607
4,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.27483928765952803,0.08740955377837503
8,5000,[40|40|40|40|40],effn_w5_d320,777,val,1.3140618302935898,0.15080952727178
8,5000,[40|40|40|40|40],effn_w5_d320,777,test,1.3569178138290776,0.15413294063868
8,5000,[40|40|40|40|40],effn_w5_d320,777,train,0.7418195351494633,0.11626343560876057
1,10000,[20|20|20|20|20],effn_w5_d320,777,val,0.016379928923472013,0.08056697460569001
1,10000,[20|20|20|20|20],effn_w5_d320,777,test,0.01850526829662111,0.081215618297677
1,10000,[20|20|20|20|20],effn_w5_d320,777,train,0.016573429882796732,0.08273607361141788
7,10000,[80|80|80|80|80],effn_w5_d320,777,val,0.8296673814479639,0.120536260175075
7,10000,[80|80|80|80|80],effn_w5_d320,777,test,0.8029622968493595,0.11925154607899001
7,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.36216254024066774,0.08449968225462787
5,10000,[80|80|80|80|80],effn_w5_d320,777,val,0.5829884122161366,0.112445244690805
5,10000,[80|80|80|80|80],effn_w5_d320,777,test,0.5379251218531977,0.106670384102586
5,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.3258658115425495,0.08745178055627142
10,5000,[320|320|320|320|320],effn_w5_d320,777,val,0.7735914684301018,0.10706061750008002
10,5000,[320|320|320|320|320],effn_w5_d320,777,test,0.695360908154364,0.0969148706987
10,5000,[320|320|320|320|320],effn_w5_d320,777,train,0.06713503658426705,0.03300344475995371
3,10000,[320|320|320|320|320],effn_w5_d320,777,val,0.1628471341469315,0.066866184882413
3,10000,[320|320|320|320|320],effn_w5_d320,777,test,0.13613868573388094,0.06317124900945001
3,10000,[320|320|320|320|320],effn_w5_d320,777,train,0.07516341956545596,0.053376512410248676
2,5000,[160|160|160|160|160],effn_w5_d320,777,val,0.09474147207678589,0.064438149688183
2,5000,[160|160|160|160|160],effn_w5_d320,777,test,0.0846952530755112,0.058263281371182
2,5000,[160|160|160|160|160],effn_w5_d320,777,train,0.07577318379139826,0.05599178072261372
18,10000,[320|320|320|320|320],effn_w5_d320,777,val,1.4119241308627983,0.1220394929851
18,10000,[320|320|320|320|320],effn_w5_d320,777,test,1.2944328120747068,0.11494654327691001
18,10000,[320|320|320|320|320],effn_w5_d320,777,train,0.028502413680898526,0.01850869163717843
3,5000,[80|80|80|80|80],effn_w5_d320,777,val,0.3102202798484823,0.1032035392499
3,5000,[80|80|80|80|80],effn_w5_d320,777,test,0.3601670420210262,0.10322597448254
3,5000,[80|80|80|80|80],effn_w5_d320,777,train,0.20639845090322023,0.08876491708401657
5,5000,[160|160|160|160|160],effn_w5_d320,777,val,0.5219780073642528,0.11133422563986
5,5000,[160|160|160|160|160],effn_w5_d320,777,test,0.5759299296365578,0.11361119243445399
5,5000,[160|160|160|160|160],effn_w5_d320,777,train,0.2153595426473286,0.07413990573331687
13,10000,[40|40|40|40|40],effn_w5_d320,777,val,2.138463537771997,0.163594323325065
13,10000,[40|40|40|40|40],effn_w5_d320,777,test,2.2447553551972477,0.16964324255432
13,10000,[40|40|40|40|40],effn_w5_d320,777,train,1.2605314549856674,0.12694212418657785
7,5000,[20|20|20|20|20],effn_w5_d320,777,val,1.9208973694932896,0.20115015048284
7,5000,[20|20|20|20|20],effn_w5_d320,777,test,1.893480995178256,0.1982087810106
7,5000,[20|20|20|20|20],effn_w5_d320,777,train,1.6010884298436459,0.18509530263675145
15,10000,[80|80|80|80|80],effn_w5_d320,777,val,1.7812433278933053,0.14800448630283
15,10000,[80|80|80|80|80],effn_w5_d320,777,test,1.7463253022081955,0.14026454402179
15,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.4950225701494514,0.07903115469339671
2,10000,[20|20|20|20|20],effn_w5_d320,777,val,0.2045030461357429,0.10269969959274201
2,10000,[20|20|20|20|20],effn_w5_d320,777,test,0.2230578966462205,0.10348774502478
2,10000,[20|20|20|20|20],effn_w5_d320,777,train,0.17864907951634063,0.09481943046140243
9,10000,[40|40|40|40|40],effn_w5_d320,777,val,1.348512431362697,0.146659279212525
9,10000,[40|40|40|40|40],effn_w5_d320,777,test,1.2998531630011962,0.1456602325726
9,10000,[40|40|40|40|40],effn_w5_d320,777,train,0.727897675461574,0.11066344691729486
4,5000,[20|20|20|20|20],effn_w5_d320,777,val,2.7636034266924088,0.29843886755695
4,5000,[20|20|20|20|20],effn_w5_d320,777,test,2.6941989226500414,0.2914875917235
4,5000,[20|20|20|20|20],effn_w5_d320,777,train,2.835090828495668,0.2996325251764834
19,10000,[20|20|20|20|20],effn_w5_d320,777,val,2.8770097854482715,0.179259599476495
19,10000,[20|20|20|20|20],effn_w5_d320,777,test,2.913923422539495,0.18089580011543
19,10000,[20|20|20|20|20],effn_w5_d320,777,train,2.8131088986642854,0.17687029805164928
17,10000,[160|160|160|160|160],effn_w5_d320,777,val,1.5716700430217858,0.1306788839035505
17,10000,[160|160|160|160|160],effn_w5_d320,777,test,1.4978006126599264,0.12792049997808
17,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.14763767636475444,0.04313863561526871
11,10000,[160|160|160|160|160],effn_w5_d320,777,val,1.0755287964835079,0.11869775267574001
11,10000,[160|160|160|160|160],effn_w5_d320,777,test,1.02018724904504,0.11577793377417
11,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.21487390528408679,0.05764734511313442
19,10000,[160|160|160|160|160],effn_w5_d320,777,val,1.8279835201625132,0.14083813301492604
19,10000,[160|160|160|160|160],effn_w5_d320,777,test,1.9283569879026055,0.14259630077741098
19,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.14668048730166394,0.04205031791452311
2,5000,[20|20|20|20|20],effn_w5_d320,777,val,0.25267841813112285,0.15480086389942999
2,5000,[20|20|20|20|20],effn_w5_d320,777,test,0.22076769836694404,0.1332694134437
2,5000,[20|20|20|20|20],effn_w5_d320,777,train,0.23939154919612374,0.13904831751214314
16,10000,[80|80|80|80|80],effn_w5_d320,777,val,1.6902947529690002,0.13974545195867752
16,10000,[80|80|80|80|80],effn_w5_d320,777,test,1.9986228669676025,0.14605258453442999
16,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.49729760779957444,0.0779774355018983
10,5000,[160|160|160|160|160],effn_w5_d320,777,val,0.9903895046087724,0.121449204456624
10,5000,[160|160|160|160|160],effn_w5_d320,777,test,0.9087514220048104,0.112542967205232
10,5000,[160|160|160|160|160],effn_w5_d320,777,train,0.15578127574368272,0.050517747287177145
7,10000,[40|40|40|40|40],effn_w5_d320,777,val,1.0246422866851033,0.13776751256266498
7,10000,[40|40|40|40|40],effn_w5_d320,777,test,0.9886634546547621,0.13475596336833
7,10000,[40|40|40|40|40],effn_w5_d320,777,train,0.595078849057629,0.10608824765754785
20,10000,[320|320|320|320|320],effn_w5_d320,777,val,1.5248820421408236,0.122344856157935
20,10000,[320|320|320|320|320],effn_w5_d320,777,test,1.3332380084697,0.11681273536246399
20,10000,[320|320|320|320|320],effn_w5_d320,777,train,0.013814368660470863,0.012672648211302914
6,5000,[320|320|320|320|320],effn_w5_d320,777,val,0.6198750333572084,0.11167662506248999
6,5000,[320|320|320|320|320],effn_w5_d320,777,test,0.5866054383575816,0.11025446354938001
6,5000,[320|320|320|320|320],effn_w5_d320,777,train,0.15850383287017264,0.06101382383630542
10,10000,[160|160|160|160|160],effn_w5_d320,777,val,0.9102814625475287,0.11241354190144999
10,10000,[160|160|160|160|160],effn_w5_d320,777,test,0.9107274735849805,0.11118697490914
10,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.22810282384196132,0.059812789876617145
14,10000,[80|80|80|80|80],effn_w5_d320,777,val,1.6234911639573681,0.13886169819253003
14,10000,[80|80|80|80|80],effn_w5_d320,777,test,1.5440174154997273,0.13424900808945
14,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.4438534219903478,0.07620942532862214
9,5000,[20|20|20|20|20],effn_w5_d320,777,val,2.923447348393792,0.22404751093135003
9,5000,[20|20|20|20|20],effn_w5_d320,777,test,2.845882708101878,0.21926728620640001
9,5000,[20|20|20|20|20],effn_w5_d320,777,train,2.8267395877427797,0.22185183999474
20,10000,[80|80|80|80|80],effn_w5_d320,777,val,2.6202529347921635,0.16617412324178052
20,10000,[80|80|80|80|80],effn_w5_d320,777,test,2.6297542792151054,0.17165644305865
20,10000,[80|80|80|80|80],effn_w5_d320,777,train,1.0404123368371163,0.10679271951007487
1,5000,[20|20|20|20|20],effn_w5_d320,777,val,0.06519974095577112,0.14925538561043397
1,5000,[20|20|20|20|20],effn_w5_d320,777,test,0.059241716255437935,0.14557549605946
1,5000,[20|20|20|20|20],effn_w5_d320,777,train,0.056909318916782664,0.14508527619398448
4,5000,[160|160|160|160|160],effn_w5_d320,777,val,0.3560556008202952,0.10102496935986499
4,5000,[160|160|160|160|160],effn_w5_d320,777,test,0.3974973324421329,0.1080676297662
4,5000,[160|160|160|160|160],effn_w5_d320,777,train,0.21470307462647847,0.081130334943244
2,10000,[160|160|160|160|160],effn_w5_d320,777,val,0.06511039693416752,0.0546337098423865
2,10000,[160|160|160|160|160],effn_w5_d320,777,test,0.06403038891514465,0.050088089502057995
2,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.04081141861814708,0.04664508144592672
5,10000,[20|20|20|20|20],effn_w5_d320,777,val,0.8274887070721407,0.142012983057975
5,10000,[20|20|20|20|20],effn_w5_d320,777,test,0.8856821261046555,0.14326639010586
5,10000,[20|20|20|20|20],effn_w5_d320,777,train,0.6697979190199512,0.12803088943067056
11,10000,[80|80|80|80|80],effn_w5_d320,777,val,1.2342360018836975,0.12916291900796
11,10000,[80|80|80|80|80],effn_w5_d320,777,test,1.2418360493520915,0.12997619592297
11,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.4007651907794022,0.07798208192304057
4,5000,[80|80|80|80|80],effn_w5_d320,777,val,0.4023096146885179,0.10917354061849001
4,5000,[80|80|80|80|80],effn_w5_d320,777,test,0.44539663033514726,0.114468590600992
4,5000,[80|80|80|80|80],effn_w5_d320,777,train,0.2538309418948018,0.08883470139665772
15,10000,[160|160|160|160|160],effn_w5_d320,777,val,1.3710670456957719,0.1257693716745
15,10000,[160|160|160|160|160],effn_w5_d320,777,test,1.4226092067658052,0.12834209868718
15,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.15297422287270004,0.045137729127076295
12,10000,[320|320|320|320|320],effn_w5_d320,777,val,0.8740034884798695,0.102811116948685
12,10000,[320|320|320|320|320],effn_w5_d320,777,test,0.9549393555911176,0.10717208735258
12,10000,[320|320|320|320|320],effn_w5_d320,777,train,0.07035652815816189,0.03190176615689942
17,10000,[20|20|20|20|20],effn_w5_d320,777,val,2.766774398593901,0.184146196362187
17,10000,[20|20|20|20|20],effn_w5_d320,777,test,2.853893914181504,0.1833275015434
17,10000,[20|20|20|20|20],effn_w5_d320,777,train,2.6386980561138653,0.17768484366776713
16,10000,[20|20|20|20|20],effn_w5_d320,777,val,2.5563237123422877,0.17832027499777
16,10000,[20|20|20|20|20],effn_w5_d320,777,test,3.0294043629179277,0.18755547844412002
16,10000,[20|20|20|20|20],effn_w5_d320,777,train,2.792397956317721,0.18428171951728486
9,5000,[80|80|80|80|80],effn_w5_d320,777,val,1.2738175819840114,0.14596026979905
9,5000,[80|80|80|80|80],effn_w5_d320,777,test,1.1759633701772496,0.13881258326968002
9,5000,[80|80|80|80|80],effn_w5_d320,777,train,0.3956803515457268,0.08333497838208456
7,10000,[320|320|320|320|320],effn_w5_d320,777,val,0.6065758024435863,0.10164085865039
7,10000,[320|320|320|320|320],effn_w5_d320,777,test,0.5797237765635932,0.09763307593058
7,10000,[320|320|320|320|320],effn_w5_d320,777,train,0.1711827353821803,0.05725370526214272
13,10000,[320|320|320|320|320],effn_w5_d320,777,val,1.0076428972074276,0.107991428447615
13,10000,[320|320|320|320|320],effn_w5_d320,777,test,0.9683511807041525,0.10940059217585
13,10000,[320|320|320|320|320],effn_w5_d320,777,train,0.0610376207609946,0.0292367114795863
8,5000,[160|160|160|160|160],effn_w5_d320,777,val,0.782776605769871,0.11017436208171
8,5000,[160|160|160|160|160],effn_w5_d320,777,test,0.772744969507015,0.1135361736906
8,5000,[160|160|160|160|160],effn_w5_d320,777,train,0.1742136499175121,0.05829297909216742
11,5000,[80|80|80|80|80],effn_w5_d320,777,val,1.3469282885996352,0.14067102085931502
11,5000,[80|80|80|80|80],effn_w5_d320,777,test,1.4574879300602261,0.1419954571454
11,5000,[80|80|80|80|80],effn_w5_d320,777,train,0.31643252588361487,0.0702805366849533
12,5000,[20|20|20|20|20],effn_w5_d320,777,val,2.735556642356362,0.19750022479107002
12,5000,[20|20|20|20|20],effn_w5_d320,777,test,2.911944005323574,0.2059020987666
12,5000,[20|20|20|20|20],effn_w5_d320,777,train,2.8064202524352337,0.20162556582173716
5,10000,[320|320|320|320|320],effn_w5_d320,777,val,0.46294057582956355,0.098904420855955
5,10000,[320|320|320|320|320],effn_w5_d320,777,test,0.4184377364236648,0.094362723061107
5,10000,[320|320|320|320|320],effn_w5_d320,777,train,0.1915011854069242,0.06746054363625974
5,5000,[320|320|320|320|320],effn_w5_d320,777,val,0.4990794618446025,0.106894697803154
5,5000,[320|320|320|320|320],effn_w5_d320,777,test,0.5254371253673673,0.10758094881476
5,5000,[320|320|320|320|320],effn_w5_d320,777,train,0.1686102197005999,0.06519586895944343
2,10000,[80|80|80|80|80],effn_w5_d320,777,val,0.09059801450253079,0.06286315975937
2,10000,[80|80|80|80|80],effn_w5_d320,777,test,0.09617555571461821,0.06199616227669199
2,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.07098522488320282,0.05741331676737471
1,10000,[320|320|320|320|320],effn_w5_d320,777,val,0.0026732341211616216,0.026139316741403
1,10000,[320|320|320|320|320],effn_w5_d320,777,test,0.003045857136864745,0.028530033926129
1,10000,[320|320|320|320|320],effn_w5_d320,777,train,0.002565935175694815,0.027583909250149946
11,5000,[20|20|20|20|20],effn_w5_d320,777,val,2.7996678711616707,0.20828407079137004
11,5000,[20|20|20|20|20],effn_w5_d320,777,test,3.044705557427152,0.2128339393132
11,5000,[20|20|20|20|20],effn_w5_d320,777,train,2.78999007378664,0.20480741045798284
1,10000,[80|80|80|80|80],effn_w5_d320,777,val,0.006782223883758563,0.0461781053391325
1,10000,[80|80|80|80|80],effn_w5_d320,777,test,0.007231979876836309,0.0485882820992
1,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.006501672526309079,0.04866267506965261
8,10000,[80|80|80|80|80],effn_w5_d320,777,val,0.9050589203357242,0.12177189913825975
8,10000,[80|80|80|80|80],effn_w5_d320,777,test,0.9277291948619452,0.12230297093897
8,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.3571866672958604,0.0798753212155709
17,10000,[40|40|40|40|40],effn_w5_d320,777,val,2.668371048350218,0.180103454504235
17,10000,[40|40|40|40|40],effn_w5_d320,777,test,2.5767727166328456,0.17565520777020602
17,10000,[40|40|40|40|40],effn_w5_d320,777,train,1.7919782941793128,0.14555948678575484
8,10000,[20|20|20|20|20],effn_w5_d320,777,val,1.5905774476690282,0.17232296319848
8,10000,[20|20|20|20|20],effn_w5_d320,777,test,1.6733552896184551,0.17574823474303003
8,10000,[20|20|20|20|20],effn_w5_d320,777,train,1.3566208814025411,0.15931930055842913
5,5000,[20|20|20|20|20],effn_w5_d320,777,val,1.127349201265463,0.18068108661321
5,5000,[20|20|20|20|20],effn_w5_d320,777,test,1.2635878048097093,0.17905757695552
5,5000,[20|20|20|20|20],effn_w5_d320,777,train,0.8698170942375978,0.15147205311382284
12,10000,[160|160|160|160|160],effn_w5_d320,777,val,1.1838743453923677,0.12151676305012
12,10000,[160|160|160|160|160],effn_w5_d320,777,test,1.0701317163998565,0.11455110083178001
12,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.17743226189438727,0.051105184123825136
1,5000,[40|40|40|40|40],effn_w5_d320,777,val,0.04150490120101011,0.10670390838681
1,5000,[40|40|40|40|40],effn_w5_d320,777,test,0.03722941231133433,0.10034100699418001
1,5000,[40|40|40|40|40],effn_w5_d320,777,train,0.0343517080938134,0.09978571321495916
